id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
566,Crazy Dragon,2 days 16 hrs ,4500,1 days 16 hrs ,No,200000,"The Crazy Dragon is a Legendary Dragon   with the primary typing of Pure. The Crazy Dragon can also learn Light, Ice and  Terra moves.      The Crazy Dragon might be mysterious, but he’s real serious. He’s also imperious and will leave you real curious. His name is the Crazy Dragon… won’t you like his videos?"
567,High Tension Dragon,,,,,,
568,Glowppy Dragon,17 Hours ,3000,23 Hours ,Yes,150000,"The Glowppy Dragon is a Very Rare Dragon   with the primary typing of Ice. The Glowppy Dragon can also learn Flame and  Electric moves.      On a joyful summer night, fireworks lit up the sky. A spark reached a baby dragon and set his wings on fire. That fire never went out! Glowppy brings good feelings to everyone around him."
569,Dark Ash Dragon,,,,,,
570,Caribbean Dragon,17 Hours ,3000,23 Hours ,Yes,150000,"The Caribbean Dragon is a Very Rare Dragon   with the primary typing of Sea. The Caribbean Dragon can also learn Nature and  Pure moves.      This dragon lives by the coral reefs of the Caribbean Sea. He shares his space with thousands of tropical fish. He’s friendly to all sea creatures, but sometimes he does enjoy a grilled crab or two."
571,Drainbow Dragon,17 Hours ,2500,17 Hours ,Yes,30000,"The Drainbow Dragon is a Rare Dragon   with the primary typing of Electric. The Drainbow Dragon can also learn Light moves.      This dragon was born under the rainbow of Rainbow Island, right here in Dragon City! Being a Dragon City native, not only does he have the protection of Deus, but also the support of Speedy & Greedy, the resource guardians."
572,Discus Thrower Dragon,,,,,,
573,Archer Dragon,17 Hours ,3000,23 Hours ,Yes,150000,The Archer Dragon is a Very Rare Dragon   with the primary typing of Electric. The Archer Dragon can also learn Ice and  Dark moves.      A technological twist to traditional archery: This dragon can produce laser arrows on his back and then shoot them with his tail. He never runs out!
574,Runner Dragon,1 day 10 hrs ,3000,1 days 16 hrs ,No,150000,"The Runner Dragon is a Epic Dragon   with the primary typing of Metal. The Runner Dragon can also learn Light, Pure and  Terra moves.      This guy is as fast as a dragon gets: He can travel across all of Dragon City in less than a minute! He loves a good competition, even though nobody can really compete at his level."
575,Fencing Dragon,4 days 4 hrs ,4500,2 days 10 hrs ,No,432000,"The Fencing Dragon is a Legendary Dragon   with the primary typing of Legend. The Fencing Dragon can also learn Metal moves.      The Fencing Dragon is steady but agile. When you see him approaching you with caution, you would never imagine that he could swing his sword and defeat you in seconds. Be on guard!"
576,High Guardian Dragon,,,,,,
577,Liquid Dragon,1 day 10 hrs ,1500,23 Hours ,No,150000,"The Liquid Dragon is a Legendary Dragon   with the primary typing of Sea. The Liquid Dragon can also learn Pure, War and  Ice moves.      This creature is flexible and resistant, but dont keep him too close to the Sun Dragon if you dont want him to dry up! ""Be liquid, my friend!"""
578,Dragasand Dragon,2 days 16 hrs ,3000,1 days 16 hrs ,No,200000,"The Dragasand Dragon is a Legendary Dragon   with the primary typing of Pure. The Dragasand Dragon can also learn Light, Metal and  Terra moves.      Dragasand is a truly robust creature! Dont be afraid to send him on the hardest survival missions, since he can traverse the longest deserts without a single drop of water."
579,Friendship Dragon,17 Hours ,3000,20 minutes ,Yes,49500,"The Friendship Dragon is a Very Rare Dragon   with the primary typing of Light. The Friendship Dragon can also learn Flame and  Metal moves.      This dragon really is the best friend you could have. When you’re sad, he will lift your spirits, and when you’re happy, he’ll be happy, too! If you don’t believe us, just look at his little yellow friend, who’s held onto him for years!"
580,Airboss Dragon,2 days 16 hrs ,3000,1 days 16 hrs ,No,150000,The Airboss Dragon is a Very Rare Dragon   with the primary typing of Terra. The Airboss Dragon can also learn Nature and  Electric moves.      The Airboss Dragon has taken flying to the next level. He designed his own wings that allow him to go faster and further than anyone else. The boss of the sky has landed on Dragon City!
581,Rune Dragon,1 day 10 hrs ,3000,23 Hours ,No,150000,"The Rune Dragon is a Legendary Dragon   with the primary typing of Dark. The Rune Dragon can also learn Light, Pure and  War moves.      History keeps secrets from us, secrets that very few people and creatures know. The answers to these are written all over the Rune Dragons body, but to discover them, youll have to master him and learn to read the signs."
582,Brainy Dragon,1 day 8 hrs ,6000,1 days 16 hrs ,Yes,60000,"The Brainy Dragon is a Legendary Dragon   with the primary typing of Legend.       The Brainy Dragon may be tiny, but his plans are big! He’s capable of ruling the entire universe through sheer intelligence alone. Be prepared to join his galactic army or suffer!"
583,Martian Dragon,2 days 16 hrs ,3000,1 days 16 hrs ,No,150000,"The Martian Dragon is a Epic Dragon   with the primary typing of Light. The Martian Dragon can also learn Electric and  Pure moves.      If you have never seen a dragon from Mars before, now you have! Martian Dragons are smart and friendly, but sometimes they have trouble understanding earthly habits, so try to be patient with them."
584,Space Being Dragon,,,,,,
585,Alien Pet Dragon,,,,,,
586,Hero Dragon,11 Hours ,3000,17 Hours ,Yes,150000,"The Hero Dragon is a Legendary Dragon   with the primary typing of Terra. The Hero Dragon can also learn Sea and  Nature moves.      With a noble heart and a sword forged with bravery, the Hero Dragon has arrived to impose justice upon Dragon City."
587,Hell Twin Dragon,,,,,,
588,Froyo Dragon,2 days 16 hrs ,3000,1 days 16 hrs ,No,200000,"The Froyo Dragon is a Very Rare Dragon   with the primary typing of Sea. The Froyo Dragon can also learn Ice and  Metal moves.      He may look creamy and delicious, but do your best to resist the temptation: if you try to steal a scoop, you will suffer the consequences!"
589,Free Spirit Dragon,,,,,,
590,Draost Dragon,4 days 4 hrs ,4500,2 days 10 hrs ,No,432000,"The Draost Dragon is a Legendary Dragon   with the primary typing of Dark. The Draost Dragon can also learn Metal, War and  Nature moves.      A hand-picked student of Hanzo, the Guardian Dragon, Draost came to be a fearsome and skilled warrior. In return for his training, Draost swore eternal loyalty and service to his master."
591,High Priest Dragon,,,,,,
592,Unicorn Dragon,11 Hours ,2000,17 Hours ,Yes,100000,The Unicorn Dragon is a Very Rare Dragon   with the primary typing of Light. The Unicorn Dragon can also learn Pure and  Electric moves.      Just like a rainbow! This creature has magical properties that can cure lots of illnesses that no other treatment can. It also smells like cotton candy.
593,City Shark Dragon,,,,,,
594,Roller Coaster Dragon,,,,,,
595,Big Wheel Dragon,,,,,,
596,Rideable Dragon,1 day 10 hrs ,1500,23 Hours ,No,150000,"The Rideable Dragon is a Epic Dragon   with the primary typing of Metal. The Rideable Dragon can also learn Ice and  Electric moves.      He used to be part of a carousel, but he hated that life, going around in circles all day, every day. One day he decided to escape and became a free dragon!"
597,Terrifying Dragon,17 Hours ,3000,23 Hours ,Yes,150000,"The Terrifying Dragon is a Legendary Dragon   with the primary typing of Pure. The Terrifying Dragon can also learn Dark, Metal and  Electric moves.      Ready for a ride? Hop on the Terrifying Dragon, but only if you arent afraid of fire, intense speed, and the high probability of being devoured by one of his heads."
598,Night Dragon,1 day 8 hrs ,3000,1 days 16 hrs ,Yes,150000,"The Night Dragon is a Very Rare Dragon   with the primary typing of Dark. The Night Dragon can also learn Terra and  Nature moves.      The Night Dragon not only provokes fear, but also disgust. Hes like a giant bat, so he can always be found lurking in dark, dusty corners."
599,Wolfish Dragon,2 days 16 hrs ,3000,1 days 16 hrs ,No,150000,The Wolfish Dragon is a Very Rare Dragon   with the primary typing of Sea. The Wolfish Dragon can also learn Electric and  Ice moves.      Wolfish Dragons are the official guards of the Lord of the Seas. They are loyal to their master and will mercilessly destroy all his enemies.
600,White Soul Dragon,,,,,,
601,Toad Dragon,1 day 10 hrs ,3000,23 Hours ,No,150000,"The Toad Dragon is a Very Rare Dragon   with the primary typing of Nature. The Toad Dragon can also learn Sea and  Pure moves.      You can find the Toad Dragon at nightfall bouncing from stone to stone. You won’t get much conversation out of him, since he is unsocial and bad-tempered. He tends to play dead when approached by fearsome dragons."
602,Nightglow Dragon,4 days 4 hrs ,2500,2 days 10 hrs ,No,432000,"The Nightglow Dragon is a Legendary Dragon   with the primary typing of Dark. The Nightglow Dragon can also learn Pure, Flame and  Light moves.      Nothing glows in the dark like the fiery embers from the Nightglow Dragon. Use this loyal creature to lead your dragon army through the darkness, knowing with certainty that he will protect his master against the terrors of the night at any cost."
603,High Tidal Dragon,,,,,,
604,Goblin Dragon,22 Hours ,4500,17 Hours ,No,150000,"The Goblin Dragon is a Very Rare Dragon   with the primary typing of War. The Goblin Dragon can also learn Dark and  Nature moves.      Safeguard your pumpkins - the sneaky Goblin Dragon is on the prowl! Hes obsessed with stealing as many pumpkins as possible from peoples yards, so naturally Halloween is the time of year he loves the most."
605,Hercules Dragon,11 Hours ,4500,17 Hours ,Yes,150000,"The Hercules Dragon is a Very Rare Dragon   with the primary typing of War. The Hercules Dragon can also learn Nature and  Metal moves.      As one of the Star Warrior Dragons, the Hercules Dragon is fearless and unyielding in battle. Where others see enemies, he sees only vermin that he can effortlessly dispatch."
606,Moonlight Dragon,4 days 4 hrs ,4500,2 days 10 hrs ,No,432000,The Moonlight Dragon is a Legendary Dragon   with the primary typing of Legend. The Moonlight Dragon can also learn Pure and  Dark moves.      Dragons are more sensitive to moonlight than other creatures. This one in particular spent a whole night staring at a full moon and became possessed by it. Now he directs the moons energy onto Dragon City.
607,Dracula Dragon,16 Hours ,1500,24 Hours ,Yes,150000,"The Dracula Dragon is a Rare Dragon   with the primary typing of Electric. The Dracula Dragon can also learn Flame moves.      The king of the underworld doesnt like to be upstaged. If you were to try to steal the Throne of Bats from him, you would most likely fail and suspiciously disappear forever."
608,Vampiress Dragon,17 Hours ,3000,23 Hours ,Yes,150000,"The Vampiress Dragon is a Very Rare Dragon   with the primary typing of Metal. The Vampiress Dragon can also learn Ice moves.      Antonya was an out-of-control dragon who used to destroy entire cities in Romania, but when she was about to vent her fury upon Transylvania, the Dracula Dragon made her a vampiress. Now she is cold-blooded and calm, but more evil than ever."
